005307,0.029297,28.905594,28.085815
0.004246,0.087891,28.886444,28.085815
0.003184,0.036621,28.886444,28.085815
0.005307,0.051270,28.905594,28.085815
0.003184,0.043945,28.848150,28.104794
0.001061,0.036621,28.886444,28.085815
0.003184,0.036621,28.905594,28.104794
0.002123,0.051270,28.867292,28.085815
0.004246,0.029297,28.886444,28.085815
0.004246,0.029297,28.867292,28.085815
0.003184,0.029297,28.905594,28.104794
0.003184,0.036621,28.886444,28.085815
0.003184,0.014648,28.867292,28.085815
0.004246,0.043945,28.886444,28.104794
0.005307,0.029297,28.905594,28.085815
0.003184,0.043945,28.886444,28.066837
0.003184,0.014648,28.886444,28.066837
0.003184,0.021973,28.867292,28.104794
0.002123,0.029297,28.886444,28.085815
0.003184,0.021973,28.886444,28.085815
0.003184,0.029297,28.905594,28.104794
0.004246,0.036621,28.886444,28.066837
0.004246,0.036621,28.905594,28.085815
0.004246,0.021973,28.905594,28.066837
0.004246,0.036621,28.886444,28.085815
0.003184,0.029297,28.905594,28.104794
0.004246,0.095215,28.905594,28.066837
0.002123,0.029297,28.924751,28.066837
0.003184,0.000000,28.905594,28.085815
0.003184,0.029297,28.867292,28.066837
0.004246,0.021973,28.886444,28.085815
0.003184,0.029297,28.886444,28.085815
0.002123,0.036621,28.886444,28.085815
0.004246,0.021973,28.905594,28.066837
0.002123,0.014648,28.886444,28.104794
0.002123,0.021973,28.905594,28.104794
0.003184,0.043945,28.905594,28.066837
0.004246,0.051270,28.886444,28.066837
0.003184,0.065918,28.886444,28.104794
0.002123,0.043945,28.905594,28.085815
0.003184,0.043945,28.867292,28.085815
0.003184,0.051270,28.886444,28.085815
0.002123,0.021973,28.886444,28.085815
0.002123,0.029297,28.924751,28.066837
0.004246,0.021973,28.886444,28.104794
0.003184,0.036621,28.905594,28.066837
0.004246,0.029297,28.867292,28.104794
0.003184,0.029297,28.886444,28.085815
0.003184,0.014648,28.886444,28.066837
0.002123,0.036621,28.886444,28.066837
0.003184,0.036621,28.886444,28.085815
0.004246,0.029297,28.924751,28.066837
0.003184,0.036621,28.886444,28.066837
0.004246,0.029297,28.886444,28.085815
0.003184,0.043945,28.848150,28.066837
0.004246,0.021973,28.848150,28.085815
0.003184,0.036621,28.905594,28.066837
0.004246,0.036621,28.905594,28.104794
0.003184,0.043945,28.886444,28.047867
0.003184,0.021973,28.905594,28.085815
0.003184,0.036621,28.886444,28.066837
0.002123,0.021973,28.886444,28.085815
0.002123,0.058594,28.867292,28.085815
0.003184,0.014648,28.867292,28.066837
0.003184,0.029297,28.886444,28.104794
0.005307,0.029297,28.924751,28.085815
0.003184,0.036621,28.905594,28.085815
0.002123,0.029297,28.924751,28.104794
0.002123,0.014648,28.886444,28.085815
0.003184,0.036621,28.924751,28.066837
0.003184,0.029297,28.905594,28.085815
0.002123,0.043945,28.867292,28.104794
0.003184,0.021973,28.886444,28.104794
0.002123,0.043945,28.886444,28.066837
0.003184,0.036621,28.867292,28.104794
0.004246,0.029297,28.886444,28.104794
0.003184,0.021973,28.886444,28.085815
0.004246,0.021973,28.886444,28.085815
0.002123,0.043945,28.886444,28.066837
0.003184,0.036621,28.886444,28.104794
0.004246,0.021973,28.905594,28.123779
0.003184,0.036621,28.886444,28.104794
0.003184,0.014648,28.867292,28.085815
0.003184,0.014648,28.943914,28.104794
0.002123,0.021973,28.886444,28.123779
0.004246,0.036621,28.886444,28.066837
0.003184,0.021973,28.924751,28.085815
