0.001,003184,0.029297,24.189396,24.889219
0.001,0.003184,0.036621,24.207775,24.852312
0.002,0.003184,0.036621,24.207775,24.870764
0.003,0.004246,0.029297,24.207775,24.870764
0.003,0.004246,0.029297,24.226156,24.889219
0.004,0.004246,0.029297,24.207775,24.870764
0.005,0.003184,0.029297,24.189396,24.852312
0.005,0.003184,0.029297,24.207775,24.852312
0.006,0.002123,0.029297,24.207775,24.852312
0.007,0.004246,0.029297,24.226156,24.852312
0.007,0.004246,0.036621,24.226156,24.852312
0.008,0.003184,0.036621,24.207775,24.870764
0.009,0.003184,0.043945,24.207775,24.889219
0.009,0.004246,0.036621,24.207775,24.870764
0.01,0.002123,0.036621,24.207775,24.852312
0.011,0.005307,0.029297,24.244537,24.833858
0.011,0.002123,0.029297,24.207775,24.833858
0.012,0.003184,0.029297,24.226156,24.870764
0.012,0.003184,0.029297,24.207775,24.852312
0.013,0.004246,0.014648,24.244537,24.852312
0.014,0.003184,0.036621,24.189396,24.852312
0.015,0.003184,0.043945,24.226156,24.870764
0.015,0.004246,0.036621,24.189396,24.852312
0.016,0.003184,0.029297,24.207775,24.852312
0.016,0.002123,0.029297,24.226156,24.852312
0.017,0.003184,0.036621,24.244537,24.852312
0.018,0.003184,0.043945,24.207775,24.852312
0.018,0.003184,0.021973,24.226156,24.833858
0.019,0.003184,0.029297,24.189396,24.852312
0.02,0.005307,0.029297,24.189396,24.815411
0.02,0.003184,0.029297,24.244537,24.870764
0.021,0.003184,0.036621,24.226156,24.870764
0.022,0.005307,0.043945,24.207775,24.870764
0.022,0.003184,0.036621,24.226156,24.852312
0.023,0.004246,0.029297,24.207775,24.870764
0.024,0.004246,0.036621,24.207775,24.833858
0.025,0.004246,0.029297,24.189396,24.870764
0.025,0.003184,0.021973,24.207775,24.833858
0.026,0.002123,0.029297,24.207775,24.852312
0.027,0.004246,0.014648,24.226156,24.852312
0.027,0.003184,0.036621,24.226156,24.852312
0.028,0.003184,0.021973,24.207775,24.852312
0.029,0.004246,0.036621,24.189396,24.870764
0.029,0.004246,0.029297,24.226156,24.852312
0.03,0.003184,0.029297,24.207775,24.889219
0.031,0.002123,0.029297,24.207775,24.870764
0.031,0.003184,0.036621,24.207775,24.870764
0.032,0.003184,0.029297,24.226156,24.852312
0.033,0.003184,0.036621,24.226156,24.852312
0.033,0.003184,0.036621,24.207775,24.852312
0.034,0.002123,0.029297,24.189396,24.870764
0.035,0.003184,0.036621,24.189396,24.833858
0.035,0.003184,0.029297,24.189396,24.852312
0.036,0.004246,0.036621,24.189396,24.852312
0.036,0.003184,0.029297,24.171019,24.870764
0.037,0.004246,0.036621,24.207775,24.833858
0.038,0.003184,0.029297,24.226156,24.852312
0.038,0.003184,0.029297,24.226156,24.870764
0.039,0.004246,0.036621,24.207775,24.889219
0.04,0.004246,0.029297,24.226156,24.852312
0.04,0.003184,0.029297,24.244537,24.852312
0.041,0.004246,0.014648,24.207775,24.852312
0.042,0.005307,0.036621,24.226156,24.833858
0.042,0.002123,0.036621,24.207775,24.852312
0.043,0.004246,0.029297,24.171019,24.833858
0.044,0.003184,0.029297,24.226156,24.852312
0.044,0.003184,0.036621,24.207775,24.833858
0.045,0.003184,0.021973,24.207775,24.870764
0.046,0.002123,0.036621,24.226156,24.870764
0.046,0.002123,0.021973,24.207775,24.870764
0.047,0.002123,0.036621,24.244537,24.870764
0.047,0.003184,0.021973,24.207775,24.870764
0.048,0.004246,0.021973,24.189396,24.833858
0.049,0.004246,0.036621,24.207775,24.852312
0.05,0.004246,0.036621,24.207775,24.852312
0.05,0.004246,0.036621,24.207775,24.870764
0.051,0.004246,0.029297,24.207775,24.852312
0.052,0.003184,0.036621,24.207775,24.889219
0.052,0.003184,0.036621,24.189396,24.870764
0.053,0.003184,0.036621,24.189396,24.833858
0.054,0.001061,0.021973,24.207775,24.852312
0.054,0.003184,0.014648,24.189396,24.870764
0.055,0.004246,0.029297,24.244537,24.833858
0.056,0.005307,0.029297,24.226156,24.870764
0.056,0.004246,0.021973,24.207775,24.852312
0.057,0.003184,0.029297,24.189396,24.852312
